trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 0.005, 'e': 0.40252422403363597}",25,0,-69.9468576397928,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
183,False,"{'a': 0.005, 'e': 0.4005166260908188}",20,5,-24.391720977958393,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
184,False,"{'a': 0.005, 'e': 0.39851904108451414}",30,2,-32.693073201617466,"{0: 25, 1: 0, 2: 1, 3: 1, 4: 1}",1
185,False,"{'a': 0.005, 'e': 0.39653141907499284}",25,0,-89.87036493528475,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 2}",0
186,False,"{'a': 0.005, 'e': 0.3945537103716011}",20,16,8.383494338253179,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.005, 'e': 0.39258586553151836}",30,0,-145.31520079573815,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 4}",0
188,False,"{'a': 0.005, 'e': 0.3906278353585211}",25,2,18.747925852907443,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.005, 'e': 0.388679570901753}",25,0,-21.97988992523224,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
190,False,"{'a': 0.005, 'e': 0.3867410234545012}",25,1,-56.81796639754078,"{0: 20, 1: 1, 2: 0, 3: 2, 4: 1}",1
191,False,"{'a': 0.005, 'e': 0.3848121445529785}",35,23,0.901566829073688,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.005, 'e': 0.38289288597511206}",20,0,-62.82554123768077,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
193,False,"{'a': 0.005, 'e': 0.38098319973933725}",25,14,-21.153501268130956,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
194,False,"{'a': 0.005, 'e': 0.37908303810339883}",25,12,-6.044334216396074,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
195,False,"{'a': 0.005, 'e': 0.37719235356315695}",20,11,-4.377190346473331,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.005, 'e': 0.37531109885139957}",25,0,-17.18707839554262,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
197,False,"{'a': 0.005, 'e': 0.37343922693666093}",20,0,-102.19638390954525,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
198,False,"{'a': 0.005, 'e': 0.3715766910220457}",20,9,20.24935742127903,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.005, 'e': 0.369723444544059}",20,0,-79.9074123474526,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
200,False,"{'a': 0.005, 'e': 0.36787944117144233}",25,5,-115.49361504955527,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",1
201,False,"{'a': 0.005, 'e': 0.36604463480401533}",25,20,9.474428838909,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.005, 'e': 0.3642189795715233}",25,0,23.79287376079595,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
203,False,"{'a': 0.005, 'e': 0.36240242983249027}",25,0,-63.20581542736718,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
204,False,"{'a': 0.005, 'e': 0.3605949401730783}",20,2,-9.237611603787382,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
205,False,"{'a': 0.005, 'e': 0.3587964654059516}",20,8,-34.52682340083155,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
206,False,"{'a': 0.005, 'e': 0.3570069605691474}",20,5,13.44834841904411,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.005, 'e': 0.3552263809249515}",30,20,10.357621515385944,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.005, 'e': 0.35345468195878016}",20,12,14.134639934058947,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.005, 'e': 0.3516918193780669}",25,0,-40.08724828518171,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
210,False,"{'a': 0.005, 'e': 0.3499377491111553}",20,0,-7.747041277343989,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
211,False,"{'a': 0.005, 'e': 0.3481924273061976}",25,0,-45.17181490085326,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
212,False,"{'a': 0.005, 'e': 0.3464558103300574}",30,23,11.895395911725942,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.005, 'e': 0.3447278547672202}",20,13,14.270242803623276,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.005, 'e': 0.34300851741870664}",20,0,-44.404201732067186,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
215,False,"{'a': 0.005, 'e': 0.3412977553009937}",25,3,-14.531231985323338,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 0}",1
216,False,"{'a': 0.005, 'e': 0.3395955256449391}",20,0,-39.77535114938632,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
217,False,"{'a': 0.005, 'e': 0.33790178589471304}",20,0,-26.410194228561725,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
218,False,"{'a': 0.005, 'e': 0.33621649370673334}",20,0,16.064285967408225,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
219,False,"{'a': 0.005, 'e': 0.3345396069486076}",20,0,14.823312096348007,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
220,False,"{'a': 0.005, 'e': 0.33287108369807955}",25,0,-8.055084316825619,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
221,False,"{'a': 0.005, 'e': 0.331210882241981}",30,14,26.475638972458974,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.005, 'e': 0.32955896107518906}",20,0,-39.48031237963468,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
223,False,"{'a': 0.005, 'e': 0.32791527889958855}",20,0,-16.89036522727634,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
224,False,"{'a': 0.005, 'e': 0.32627979462303947}",30,9,-33.60839366257186,"{0: 16, 1: 0, 2: 4, 3: 1, 4: 0}",1
225,False,"{'a': 0.005, 'e': 0.32465246735834974}",30,0,21.091122241833112,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
226,False,"{'a': 0.005, 'e': 0.3230332564222529}",20,11,7.741797165583892,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.005, 'e': 0.32142212133439135}",20,5,-0.359864335019906,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
228,False,"{'a': 0.005, 'e': 0.31981902181630384}",20,0,-47.93171066853729,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
229,False,"{'a': 0.005, 'e': 0.3182239177904191}",25,10,1.8215522487672646,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
230,False,"{'a': 0.005, 'e': 0.31663676937905316}",25,17,10.941643831666294,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.005, 'e': 0.3150575369034133}",20,10,13.766822902728698,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.005, 'e': 0.3134861808826053}",30,0,-41.00806999111161,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
233,False,"{'a': 0.005, 'e': 0.31192266203264674}",20,8,16.844060773688582,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.005, 'e': 0.31036694126548503}",20,0,7.0650850552519096,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
235,False,"{'a': 0.005, 'e': 0.30881897968801986}",30,0,-8.716122534695476,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
236,False,"{'a': 0.005, 'e': 0.30727873860113125}",25,5,0.4113014053109767,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
237,False,"{'a': 0.005, 'e': 0.30574617949871175}",20,10,0.7247333889036383,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.005, 'e': 0.3042212640667041}",20,8,-66.04516449843457,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 1}",1
239,False,"{'a': 0.005, 'e': 0.30270395418214285}",30,0,-33.21362017850946,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
240,False,"{'a': 0.005, 'e': 0.30119421191220214}",30,0,23.55615288200022,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
241,False,"{'a': 0.005, 'e': 0.2996919995132463}",30,0,-8.406197337086427,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
242,False,"{'a': 0.005, 'e': 0.2981972794298874}",20,0,-0.18959930225453003,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
243,False,"{'a': 0.005, 'e': 0.29671001429404525}",25,15,7.509337481720991,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.005, 'e': 0.2952301669240142}",20,16,8.181088482373276,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.005, 'e': 0.29375770032353277}",20,7,-0.0013131530383532208,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
246,False,"{'a': 0.005, 'e': 0.2922925776808594}",25,18,10.018691088246907,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.005, 'e': 0.29083476236785155}",20,10,12.776920711043054,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.005, 'e': 0.2893842179390506}",20,15,7.53979730996352,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.005, 'e': 0.2879409081307702}",20,11,-57.96862969677092,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 1}",1
250,False,"{'a': 0.005, 'e': 0.2865047968601901}",25,17,15.93661504143866,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.005, 'e': 0.28507584822445353}",20,9,-4.939907045419835,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
252,False,"{'a': 0.005, 'e': 0.2836540264997704}",25,7,-81.07502482872395,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 2}",1
253,False,"{'a': 0.005, 'e': 0.2822392961405233}",25,4,-12.368701658240342,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 0}",1
254,False,"{'a': 0.005, 'e': 0.2808316217783798}",20,14,-10.566805824239061,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
255,False,"{'a': 0.005, 'e': 0.2794309682214073}",30,3,-69.64706840910603,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 2}",1
256,False,"{'a': 0.005, 'e': 0.27803730045319414}",20,0,14.480631341398773,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
257,False,"{'a': 0.005, 'e': 0.2766505836319734}",30,0,9.358082574367113,"{0: 26, 1: 3, 2: 1, 3: 0, 4: 0}",0
258,False,"{'a': 0.005, 'e': 0.27527078308975234}",25,18,11.823531093377975,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.005, 'e': 0.2738978643314456}",30,12,18.64957648791653,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.005, 'e': 0.2725317930340126}",20,9,-19.576737104752908,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
261,False,"{'a': 0.005, 'e': 0.2711725350455999}",35,21,3.4136755407068775,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
262,False,"{'a': 0.005, 'e': 0.2698200563846868}",30,15,15.371268397962748,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.005, 'e': 0.2684743232392366}",20,11,15.305195114148887,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.005, 'e': 0.26713530196585034}",30,0,-8.530950911373333,"{0: 27, 1: 0, 2: 1, 3: 2, 4: 0}",0
265,False,"{'a': 0.005, 'e': 0.2658029590889266}",20,6,23.91343920820645,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.005, 'e': 0.26447726129982396}",20,6,-36.72686950424288,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
267,False,"{'a': 0.005, 'e': 0.2631581754560287}",20,8,-0.7536811947206425,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
268,False,"{'a': 0.005, 'e': 0.261845668580326}",25,0,-7.515188394592556,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",1
269,False,"{'a': 0.005, 'e': 0.2605397078599756}",20,0,5.616993393660352,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
270,False,"{'a': 0.005, 'e': 0.2592402606458915}",25,0,-12.26625277779913,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
271,False,"{'a': 0.005, 'e': 0.2579472944518257}",20,11,12.661136552307962,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.005, 'e': 0.2566607769535559}",35,14,12.905083757727887,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
273,False,"{'a': 0.005, 'e': 0.2553806759880777}",30,12,-24.099289262813226,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
274,False,"{'a': 0.005, 'e': 0.25410695955280027}",20,11,17.952404610023347,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.005, 'e': 0.25283959580474646}",30,4,-28.722013805420282,"{0: 21, 1: 0, 2: 4, 3: 1, 4: 0}",1
276,False,"{'a': 0.005, 'e': 0.25157855305975646}",20,7,6.895907001821977,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.005, 'e': 0.2503237997916961}",20,4,-22.820886204619345,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
278,False,"{'a': 0.005, 'e': 0.24907530463166816}",25,0,13.862482486294686,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
279,False,"{'a': 0.005, 'e': 0.24783303636722875}",25,10,23.32852343083046,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.005, 'e': 0.24659696394160643}",20,8,20.564086956049007,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.005, 'e': 0.24536705645292634}",25,17,16.328122005580976,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.005, 'e': 0.2441432831534371}",25,0,-6.557205118444513,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
283,False,"{'a': 0.005, 'e': 0.24292561344874244}",20,14,8.602736039498485,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.005, 'e': 0.24171401689703645}",20,0,-19.55466855506086,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
285,False,"{'a': 0.005, 'e': 0.24050846320834213}",25,0,-28.788132171501324,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
286,False,"{'a': 0.005, 'e': 0.23930892224375455}",20,7,8.998981556179633,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.005, 'e': 0.23811536401468703}",20,8,24.48891946433033,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.005, 'e': 0.23692775868212176}",20,0,-18.699549400649893,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
289,False,"{'a': 0.005, 'e': 0.23574607655586352}",25,2,-6.414523539082447,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
290,False,"{'a': 0.005, 'e': 0.23457028809379765}",20,15,-1.7349145199529792,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.005, 'e': 0.23340036390115132}",25,13,17.99468609710423,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.005, 'e': 0.23223627472975883}",35,17,20.28752270919552,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.005, 'e': 0.23107799147733019}",30,0,9.664045013779006,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
294,False,"{'a': 0.005, 'e': 0.22992548518672384}",25,0,-28.838756804513785,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
295,False,"{'a': 0.005, 'e': 0.22877872704522242}",20,10,18.632821307415753,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.005, 'e': 0.22763768838381274}",30,13,20.1312819959659,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.005, 'e': 0.22650234067646874}",20,13,14.45568718383499,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.005, 'e': 0.22537265553943872}",20,13,1.0667951263564734,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.005, 'e': 0.22424860473053532}",25,11,25.931360032180482,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.005, 'e': 0.22313016014842982}",20,0,5.8719875759615086,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
301,False,"{'a': 0.005, 'e': 0.22201729383194937}",30,21,20.57457262759376,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.005, 'e': 0.2209099779593782}",20,10,18.666897079123018,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.005, 'e': 0.21980818484776168}",35,0,-20.53420510634282,"{0: 31, 1: 1, 2: 2, 3: 0, 4: 1}",1
304,False,"{'a': 0.005, 'e': 0.21871188695221475}",20,1,23.16359652830754,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.005, 'e': 0.21762105686523284}",30,12,28.61968624102846,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.005, 'e': 0.21653566731600707}",20,10,-2.8730039933158675,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
307,False,"{'a': 0.005, 'e': 0.21545569116974203}",20,13,13.433175299657572,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.005, 'e': 0.21438110142697794}",30,12,12.233945489206171,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
309,False,"{'a': 0.005, 'e': 0.21331187122291523}",20,2,33.2830760819704,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.005, 'e': 0.21224797382674304}",30,0,31.239264911534526,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
311,False,"{'a': 0.005, 'e': 0.21118938264097117}",25,17,1.5568250406702342,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.005, 'e': 0.21013607120076472}",30,0,-31.95195403992785,"{0: 27, 1: 0, 2: 1, 3: 1, 4: 1}",1
313,False,"{'a': 0.005, 'e': 0.20908801317328293}",30,16,3.623735897836225,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
314,False,"{'a': 0.005, 'e': 0.20804518235702046}",25,0,37.962024186145236,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.005, 'e': 0.20700755268115265}",25,19,1.848904100426072,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.005, 'e': 0.20597509820488344}",25,13,-30.923560290498653,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
317,False,"{'a': 0.005, 'e': 0.2049477931167973}",20,0,-59.74110895476469,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
318,False,"{'a': 0.005, 'e': 0.20392561173421342}",20,15,7.610642037544981,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.005, 'e': 0.20290852850254407}",25,18,13.966998643411777,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.005, 'e': 0.20189651799465538}",25,6,10.515304036744354,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
321,False,"{'a': 0.005, 'e': 0.20088955491023208}",20,10,16.177064623006025,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.005, 'e': 0.1998876140751445}",20,7,-4.624292453955164,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
323,False,"{'a': 0.005, 'e': 0.19889067044081962}",30,0,34.45679171752209,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
324,False,"{'a': 0.005, 'e': 0.19789869908361465}",30,18,2.6019960738154286,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
325,False,"{'a': 0.005, 'e': 0.19691167520419406}",20,14,13.207173189072854,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.005, 'e': 0.19592957412690934}",20,0,33.899559494369605,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
327,False,"{'a': 0.005, 'e': 0.1949523712991825}",35,15,20.244738406442803,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.005, 'e': 0.19398004229089189}",25,19,4.4333359695925,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.005, 'e': 0.19301256279376172}",25,5,6.847584492543439,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
330,False,"{'a': 0.005, 'e': 0.19204990862075408}",25,10,18.464519267782354,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
331,False,"{'a': 0.005, 'e': 0.19109205570546464}",25,0,21.310171904843184,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
332,False,"{'a': 0.005, 'e': 0.1901389801015205}",30,0,40.72243048937642,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
333,False,"{'a': 0.005, 'e': 0.18919065798198204}",20,3,2.1829106242439447,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
334,False,"{'a': 0.005, 'e': 0.1882470656387468}",35,11,7.823741479780295,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 0}",1
335,False,"{'a': 0.005, 'e': 0.18730817948195702}",35,10,19.78329262357458,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
336,False,"{'a': 0.005, 'e': 0.18637397603940997}",20,0,-33.89226159206929,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
337,False,"{'a': 0.005, 'e': 0.18544443195597088}",25,15,-5.158843244799084,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
338,False,"{'a': 0.005, 'e': 0.18451952399298926}",20,0,5.507081103226254,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
339,False,"{'a': 0.005, 'e': 0.18359922902771786}",20,13,11.161975437184518,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.005, 'e': 0.18268352405273466}",25,0,-17.35761313158446,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
341,False,"{'a': 0.005, 'e': 0.1817723861753675}",25,16,-22.832363074218573,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
342,False,"{'a': 0.005, 'e': 0.1808657926171221}",25,10,13.66118406459463,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
343,False,"{'a': 0.005, 'e': 0.17996372071311217}",25,6,17.925555280386547,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.005, 'e': 0.17906614791149322}",30,8,9.966658193860141,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
345,False,"{'a': 0.005, 'e': 0.1781730517728984}",20,0,28.12021470006082,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
346,False,"{'a': 0.005, 'e': 0.17728440996987782}",25,0,27.660237435175397,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
347,False,"{'a': 0.005, 'e': 0.17640020028634}",25,0,11.153060811825561,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
348,False,"{'a': 0.005, 'e': 0.17552040061699686}",20,0,21.176974162962107,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.005, 'e': 0.17464498896681085}",25,0,26.326727633997898,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
350,False,"{'a': 0.005, 'e': 0.17377394345044514}",20,10,13.226643834423625,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.005, 'e': 0.17290724229171636}",25,2,22.631597697651042,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.005, 'e': 0.17204486382305054}",25,8,19.153355221666985,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
353,False,"{'a': 0.005, 'e': 0.1711867864849409}",30,0,-14.034270686024165,"{0: 24, 1: 3, 2: 2, 3: 1, 4: 0}",0
354,False,"{'a': 0.005, 'e': 0.17033298882540943}",20,3,-13.654462646005275,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
355,False,"{'a': 0.005, 'e': 0.16948344949947006}",20,0,-13.351903073008188,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
356,False,"{'a': 0.005, 'e': 0.1686381472685955}",25,10,5.478515142787605,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
357,False,"{'a': 0.005, 'e': 0.16779706100018585}",20,2,15.296096113283326,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
358,False,"{'a': 0.005, 'e': 0.1669601696670407}",25,14,16.128583571317545,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.005, 'e': 0.16612745234683307}",30,24,10.414908291109978,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.005, 'e': 0.16529888822158653}",20,7,8.412451518514011,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
361,False,"{'a': 0.005, 'e': 0.1644744565771549}",35,11,-59.05753693834297,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 2}",1
362,False,"{'a': 0.005, 'e': 0.16365413680270405}",25,9,-19.8634097517947,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
363,False,"{'a': 0.005, 'e': 0.16283790839019696}",25,12,-16.40239066976935,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
364,False,"{'a': 0.005, 'e': 0.16202575093388075}",25,13,-15.840726373112844,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
365,False,"{'a': 0.005, 'e': 0.16121764412977677}",25,12,19.72567306109392,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.005, 'e': 0.16041356777517274}",25,3,2.6492201538781543,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
